1997,John R. Koza,David E. Goldberg,David B. Fogel,Rick L. Riolo
1997,Peter Angeline,Kenneth Kinnear jr
1999,Lee Spector,William B. Langdon,Una-May O'Reilly,Peter J. Angeline
1999,W. B. Langdon
1995,John R. Koza
1999,K. Miettinen,P. Neittaanmaki,M. M. Makela,J. Periaux
2002,Cem M. Baydar,Kazuhiro Saitou
2009,Amir Atapour Abarghouei,Afshin Ghanizadeh,Saman Sinaie,Siti Mariyam Shamsuddin
2002,H. Abbass,N. X. Hoai,R. I. (Bob) McKay
1999,Fabio Abbattista,Valeria Carofiglio,Mario Koppen,Wolfgang Banzhaf,Jason Daida,Agoston E. Eiben,Max H. Garzon,Vasant Honavar,Mark Jakiela,Robert E. Smith
1991,R. J. Abbott,Art Chapman,Leonard Myers
2003,Russell J. Abbott
2003,Russ Abbott,Jiang Guo,Behzad Parviz
2004,Russ Abbott,Behzad Parviz,Chengyu Sun,Hamid R. Arabnia,Youngsong Mun
2003,Ashraf M. Abdelbar,Sherif Ragab,Sara Mitri,Sung-Bae Cho,Nguyen Xuan Hoai,Yin Shan
2009,Wafa Abdelmalek,Sana Ben Hamida,Fathi Abid
2009,I. Abd Latiff,M. O. Tokhi
2009,Hussein A. Abdou
2006,A. B. Abdul rahim,J. Teo,A. Saudi
2000,Neil Abernathy,John R. Koza
2003,Ajith Abraham,Vitorino Ramos,Ruhul Sarker,Robert Reynolds,Hussein Abbass,Kay Chen Tan,Bob McKay,Daryl Essam,Tom Gedeon
2004,Ajith Abraham,Ravi Jain
2003,Ajith Abraham
2004,Ajith Abraham
2004,Ajith Abraham,Ashish Ghosh,Lakhmi C. Jain
2006,Ajith Abraham,Nadia Nedjah,Luiza de Macedo Mourelle,Nadia Nedjah,Ajith Abraham,Luiza de Macedo Mourelle
2006,Ajith Abraham,Crina Grosan,Nadia Nedjah,Ajith Abraham,Luiza de Macedo Mourelle
2005,Ajith Abraham,Crina Grosan,David Corne,Zbigniew Michalewicz,Marco Dorigo,Gusz Eiben,David Fogel,Carlos Fonseca,Garrison Greenwood,Tan Kay Chen,Guenther Raidl,Ali Zalzala,Simon Lucas,Ben Paechter,Jennifier Willies,Juan J. Merelo Guervos,Eugene Eberbach,Bob McKay,Alastair Channon,Ashutosh Tiwari,L. Gwenn Volkert,Dan Ashlock,Marc Schoenauer
2006,Ajith Abraham,Crina Grosan
2007,Ajith Abraham,Ravi Jain,Johnson Thomas,Sang Yong Han
2008,Ajith Abraham
2009,Ajith Abraham,Crina Grosan,Vaclav Snasel
2009,Ajith Abraham,Crina Grosan,Hongbo Liu,Yuehui Chen
2000,Zoe Abrams,John R. Koza
1996,Myriam Abramson,Lawrence Hunter,John R. Koza,David E. Goldberg,David B. Fogel,Rick L. Riolo
2005,Abdel Latif Abu Dalhoum,Moh'd Al Zoubi,Marina de la Cruz,Alfonso Ortega,Manuel Alfonseca,J. Manuel Feliz Teixeira,A. E.Carvalho Brito
2005,Aybar C. Acar,Amihai Motro
2005,Aybar C. Acar,Amihai Motro,Kim Viborg Andersen,John K. Debenham,Roland Wagner
2008,Aybar C. Acar
2011,Thomas Ackling,Bradley Alexander,Ian Grunert,Natalio Krasnogor,Pier Luca Lanzi,Andries Engelbrecht,David Pelta,Carlos Gershenson,Giovanni Squillero,Alex Freitas,Marylyn Ritchie,Mike Preuss,Christian Gagne,Yew Soon Ong,Guenther Raidl,Marcus Gallager,Jose Lozano,Carlos Coello-Coello,Dario Landa Silva,Nikolaus Hansen,Silja Meyer-Nieberg,Jim Smith,Gus Eiben,Ester Bernado-Mansilla,Will Browne,Lee Spector,Tina Yu,Jeff Clune,Greg Hornby,Man-Leung Wong,Pierre Collet,Steve Gustafson,Jean-Paul Watson,Moshe Sipper,Simon Poulding,Gabriela Ochoa,Marc Schoenauer,Carsten Witt,Anne Auger
1999,Adam V. Adamopoulos,Efstratios F. Georgopoulos,Spiridon D. Likothanassis,Photios A. Anninos,Wolfgang Banzhaf,Jason Daida,Agoston E. Eiben,Max H. Garzon,Vasant Honavar,Mark Jakiela,Robert E. Smith
2002,Thomas P. Adams,John R. Koza
1998,Giovanni Adorni,Federico Bergenti,Stefano Cagnoni,Wolfgang Banzhaf,Riccardo Poli,Marc Schoenauer,Terence C. Fogarty
1999,Giovanni Adorni,Stefano Cagnoni,Monica Mordonini,Riccardo Poli,Peter Nordin,William B. Langdon,Terence C. Fogarty
2002,Giovanni Adorni,Stefano Cagnoni,Monica Mordonini,Marco Gori
2001,Giovanni Adorni,Stefano Cagnoni,Rajkumar Roy,Mario K\"oppen,Seppo Ovaska,Takeshi Furuhashi,Frank Hoffmann
2009,Michael Affenzeller,Stefan Wagner,Stephan Winkler,Andreas Beham
2008,Wasif Afzal,Richard Torkar,Robert Feldt
2008,Wasif Afzal,Richard Torkar
2008,Wasif Afzal,Richard Torkar
2008,Wasif Afzal,Richard Torkar,Robert Feldt
2009,Wasif Afzal,Richard Torkar,Robert Feldt,Massimiliano Di Penta,Simon Poulding
2009,Wasif Afzal,Richard Torkar,Robert Feldt
2009,Wasif Afzal
2010,Wasif Afzal,Richard Torkar,Robert Feldt,Greger Wikstrand
2010,Wasif Afzal
2011,Wasif Afzal,Richard Torkar
1999,Alexandru Agapie,Wolfgang Banzhaf,Jason Daida,Agoston E. Eiben,Max H. Garzon,Vasant Honavar,Mark Jakiela,Robert E. Smith
2006,Alexandros Agapitos,Simon M. Lucas,Pierre Collet,Marco Tomassini,Marc Ebner,Steven Gustafson,Anik\'o Ek\'art
2006,Alexandros Agapitos,Simon M. Lucas,Gary G. Yen,Lipo Wang,Piero Bonissone,Simon M. Lucas
